date_of_birth,given_name,surname,street_number,address_1,address_2,suburb,postcode,state,soc_sec_id,cluster id
1953/10/02,olivef,green,22,fisken crescent,brackesgrae,camp hill,2270,qld,3509865,febrl3-cl-1033
1928/10/31,jessica,baillie,26,custance street,tarcolla retirement village,tweed heads,4184,nsw,4053650,febrl3-cl-1034
1951/10/04,cameron,stanley,2,majura road,goughs bay,bayswater,2117,wa,1301653,febrl3-cl-1035
1946/04/13,,leslie,5,edmondson street,baringa cottage,gorokan,3023,nsw,4197267,febrl3-cl-1036
1912/04/02,laura,ryan,3,trumble street,craigie lea,orange,2289,vic,4198979,febrl3-cl-1037
1974/11/21,zachary,rollins,16,fimister circuit,wathonga,brown hill,5032,nsw,2423787,febrl3-cl-1038
1970/07/18,oscar,rees,48,cannan crescent,brentwo od vlge,cooma,5512,wa,2420340,febrl3-cl-1039
1947/07/26,alexandra,robson,4,brunswick circuit,keith payne hstl,mount aophia,5024,nsw,5974014,febrl3-cl-1040
1947/01/29,georia,blake,7,huntly,bristn,jesmond,0830,wa,4756378,febrl3-cl-1041
1990/05/10,erin,kyriacou,32,holmes crescent,ferncliff,horsley,2138,vic,5417288,febrl3-cl-1042
1917/02/01,kristrn,capurso,67,bosworth curcuit,monier square,magra,4057,vic,7204184,febrl3-cl-1043
1935/12/05,goryan,ruby,2,keartlandsttreet,nedlyn,scarborough,3023,wa,7204516,febrl3-cl-1044
1929/05/24,sebastian,petersen,1,chinner crescent,dorothy genders vlge,dapto,3016,wa,2315376,febrl3-cl-1045
1953/04/28,jack,ban,17,throssell street,killarney,pymble,2570,qld,6593255,febrl3-cl-1046
1902/06/08,lauren,finlay,19,colefax place,killarney,chinchilla,4870,act,3951342,febrl3-cl-1047
1966/10/15,louis,zierholz,6,manifold place,beltrasna angus stud,barrack heights,5520,vic,7022760,febrl3-cl-1048
1942/10/07,olivia,wheatley,5,crisp circuit,stanhope sth,lake clarendon,4575,qld,5051083,febrl3-cl-1049
1920/09/05,isabelle,brookhouse,105,kavel street,c the student village,riverwood,6010,wa,9060410,febrl3-cl-1050
1933/11/11,ashlie,hinkesman,101,melrosewdrive,eden park,coombsbah,2171,qld,8950763,febrl3-cl-1051
1925/09/18,nicola,coleman,64,,banksia village,caves beach,5435,qld,8953567,febrl3-cl-1052
1989/05/20,jon,humphreys,3,gangele street,eastwood co ttage,woy woy,4400,vic,6017011,febrl3-cl-1053
1937/11/21,,morrison,42,parnell place,,davistown,2580,nsw,3101161,febrl3-cl-1054
1962/09/15,,morrion,42,parnell place,,davistown,2580,nsw,6017868,febrl3-cl-1055
1979/06/19,jacob,hassall,33,carlile street,torbanlea,yabba north,3623,nsw,6010042,febrl3-cl-1056
1930/01/02,zachary,clarke,16,,st john of god hospital,camira,2120,qld,1373543,febrl3-cl-1057
,meg,fauser,2,bimbiang crescent,garden creek,labrador,4034,qld,3103165,febrl3-cl-1058
1999/12/12,marcus,wardle,50,gilmore crescent,brightling park,edithvale,3104,sa,6017101,febrl3-cl-1059
1934/02/20,caleb,lund,1,dookie street,yarrabie,harristown,3218,nsw,3084413,febrl3-cl-1060
1925/11/30,hollie,lillie hinrichs,27,hemmings crescent,kilvintonvillage,banyo,4030,,4920253,febrl3-cl-1061
1936/05/07,michaela,deese,16,leason close,craigie lea garden,charlestown,2537,nsw,6307936,febrl3-cl-1062
1987/01/07,charles,leane,18,mentha place,colooli village,keysborough,5211,vic,8426799,febrl3-cl-1063
1988/02/10,joshua,kennealy,585,bardolph street,garden est,killara,2500,wa,2571059,febrl3-cl-1064
1982/12/31,lochlan,selth,17,holland street,hamilton,carina heights,4800,nsw,9019052,febrl3-cl-1065
1999/10/30,samuel,dorsey,,enid lorimer circuit,st cl airapark,seaforth,2260,wa,9013163,febrl3-cl-1066
1901/09/27,callnum,arbuckle,11,crozier ircuit,belmore river,narellan,4555,nsw,1975419,febrl3-cl-1067
1967/09/14,joshua,schembi,17,raoul place,croyde,dulwich hill,2574,vic,2944236,febrl3-cl-1068
1903/09/05,james,novak,27,gepp pboace,old post office,thornbury,3098,nsw,2945589,febrl3-cl-1069
1910/10/31,finn,maczkowiack,32,oxley street,bulliac street,wantirna,2196,nt,4732796,febrl3-cl-1070
1972/03/15,oliver,szeszwcki,10,laycock place,,currajong,2228,sa,4739075,febrl3-cl-1071
1942/06/26,rebecca,gripton,47,geerilong garden,australia fair medical west centre,balwyn north,6030,wa,2546284,febrl3-cl-1072
1934/07/01,bellchambers,matthew,7,illawarra court,carisbrook,southqperth,4670,vic,9975239,febrl3-cl-1073
1938/03/31,ellie,campbell,37,douglas place,port hedland regional hospital,corio,7008,wa,4597845,febrl3-cl-1074
1971/03/11,zachariah,walkley,55,thornhill vcrescent,brentwood vlge,little mountain,2283,tas,9623159,febrl3-cl-1075
1907/02/24,daniel,gibb,,warragamba avenue,qbd bldg,ceguna,6064,vic,9071156,febrl3-cl-1076
1935/08/12,vendula,webb,31,molloy crescent,gwandalan,clayton,2680,nsw,7308373,febrl3-cl-1077
1977/05/12,giaan,blackwell,139,kleinig street,port 262,biggera waters,2250,nsw,6179681,febrl3-cl-1078
1981/06/10,tai,toews,16,badimara street,kodootonga,maitland,4818,vic,5213349,febrl3-cl-1079
1972/10/22,charles,trevorrow,20,duggan street,inishmore,whitebridge,5473,vic,5211176,febrl3-cl-1080
1970/10/02,makenzi,nirta,8,leahy close,blue crane farm,spearwood,4487,sa,1655073,febrl3-cl-1081
1919/11/08,alex,widdowson,6,brewster place,clonturkle,oakleigh,3042,vic,1494593,febrl3-cl-1082
1999/05/16,katie,polowy,65,,,keysboorugh,5255,vic,7701614,febrl3-cl-1083
1955/11/11,alexandra,howie,18,clancy street,terranora,goodwood,3033,act,4104594,febrl3-cl-1084
1982/01/22,tiarna,reid,147,dines place,brentwood vlge,athelstone,2250,vic,4863287,febrl3-cl-1085
1948/10/20,deakin,boyle,10,bremer street,lochnabrae,lake acthie,4111,qld,3706521,febrl3-cl-1086
1963/02/25,thomas,georgze,1,mcmanus place,stoney creek,north turarmurra,3130,sa,5460534,febrl3-cl-1087
1935/10/25,giuliana,hann,91,rowethorpe,vanzettiecrescent,burwood east,3088,vic,5468422,febrl3-cl-1088
1900/05/20,nicholas,plesa,85,yerra court,cnjla mntn,springfield,3128,nsw,4417121,febrl3-cl-1089
,matthew,mason,70,willoughby crescent,spq camp,avalon,6171,qld,2444851,febrl3-cl-1090
1998/03/05,aaliyth,papageorgiou,30,elimatta street,glenview,woollahra,4051,nsw,9041936,febrl3-cl-1091
1939/08/28,reece,garnett,4,maclagan street,environa,carlingford,0870,nt,3123598,febrl3-cl-1092
1942/04/09,dominic,dixon,40,candlebark close,elmwood,orange,4178,act,4798978,febrl3-cl-1093
1966/06/16,danielle,fleet,26,watterson place,sect 1488,elsternwick,2450,nsw,7967457,febrl3-cl-1094
1904/10/26,adele,walls,1,congreavecourt,abercrombie circuit,beverly hills,3219,qld,4207496,febrl3-cl-1095
1990/06/16,corey,condo,5,andamooka street,coolinda,hillston,2026,nsw,4204990,febrl3-cl-1096
1903/07/15,tiana,stubbs,417,barwell place,lochlee,cromer heights,3869,nsw,1274999,febrl3-cl-1097
1997/11/17,zar,stanley,2,paul coe crescent,koah lodge,surry hills,4132,nsw,1275004,febrl3-cl-1098
1975/07/06,benjamin,camens,7,harrison street,upa cottages,lindfield,4505,qld,3523836,febrl3-cl-1099
1933/12/05,jaden,librandi,64,hale place,taronva,nightcliff,3193,nsw,3528865,febrl3-cl-1100
,michael,blake,44,chermsid e street,bellevue gardens rv,dalby,2705,vic,5253034,febrl3-cl-1101
1923/06/12,amaya,grosser,16,herschell ircuit,cladagh cottage,denhams beach,3083,qld,5253252,febrl3-cl-1102
1952/09/18,kaitlin,donaldson,1,praed place,prospect creek,oakleigh east,2121,tas,3119350,febrl3-cl-1103
1994/11/27,sophie,pascoe,160,blackman crescent,lamington national,pacific paradise,3284,sa,9967942,febrl3-cl-1104
1950/02/16,ellven,matthews,39,bulala,mccawley street,seven fills,2370,vic,7953368,febrl3-cl-1105
1921/10/29,harry,mezic,99,staunton place,kaluna,nambojr,2485,wa,1124001,febrl3-cl-1106
1976/04/20,teaha,binns,26,castley circuit,warrambucca garden,rokeb,3816,nsw,1129369,febrl3-cl-1107
1902/11/19,jett,colegate,55,hampton circuit,gibraltar,st albans,6011,nsw,1742749,febrl3-cl-1108
,david,david,12,fuhrman street,the manor braeside,sefton park,3153,vic,1746512,febrl3-cl-1109
1953/01/18,danielle,reid,17,kootara crescent,cave hill creek,wanniassa,4220,wa,3310083,febrl3-cl-1110
1971/10/12,luke,marshman,52,sangster place,willyaroo street,albion park,4220,wa,3259489,febrl3-cl-1111
1975/08/18,naomi,millar,7,southern cross drive,glengar,st agnes,5172,qld,7751504,febrl3-cl-1112
1979/08/07,alexandra,ferris,70,gledden street,mount beevor,tatyra,3658,nsw,7258596,febrl3-cl-1113
1900/07/01,georgia,leslie,38,rosman circuit,genesis,parkdale,4650,qld,2150872,febrl3-cl-1114
1979/10/03,matthew,ryan,1334,barraclough crescent,lindisfarme,craigie,2575,nsw,4949902,febrl3-cl-1115
1940/11/26,ebony,lavender,84,beaurepai re crescent,james milson rtermnt vlge,seven hills,6019,sa,5364330,febrl3-cl-1116
1943/11/19,lushia,bishop,8,damala street,st francis vlge,kia ora,6163,nsw,1153545,febrl3-cl-1117
1930/06/02,lydia,blake,3,elimatta street,foreshore caravan park,cunnamulla,5082,vic,5723847,febrl3-cl-1118
1919/10/31,keziah,painter,18,ainsli e avenue,sec 1,torquay,3205,vic,7801066,febrl3-cl-1119
1947/10/27,jasmine,royle,46,minehan place,geregarow station,werrington,5162,nsw,8590831,febrl3-cl-1120
1940/10/25,isabella,millar,34,sherwood circuit,jasmine lodge,east maitland,4055,vic,5762876,febrl3-cl-1121
1970/04/30,cameron,cordingley,12,waite street,summer hill,colac,5238,nsw,5765191,febrl3-cl-1122
1993/07/12,bradley,gershon,70,dalrymple street,john flynn medical centre,coodanup,3264,sa,5762612,febrl3-cl-1123
1952/01/07,stephnie,westbrok,13,badimara street,kindlian,mount pleasant,2010,act,7788330,febrl3-cl-1124
1913/02/24,,abeywickrama,16,carnegie garden,derry lodge,armidale,2299,qld,6845689,febrl3-cl-1125
1994/11/17,jordan,gold,6,sharwood crescent,sunforest therapy centre,belmont,2155,nsw,1139906,febrl3-cl-1126
1954/04/17,magnus,boyle,25,bindiri place,naringal orchard,raceivew,2036,qld,1684612,febrl3-cl-1127
1967/05/30,timothy,broadby,1,marengo place,lewin lodge,leonards hill,2770,qld,3863457,febrl3-cl-1128
1920/01/05,tara,dixon,25,goldstein crescent,eldwcik,fairlight,2428,qld,5335030,febrl3-cl-1129
1903/10/13,ella,rawlings,1,garanga,shoalhaven avenue,bulimba,2481,vic,1872004,febrl3-cl-1130
1957/05/30,oliver,haggett,37,aprt 504,dartnell street,holden hill,4858,nsw,2086061,febrl3-cl-1131
1973/10/31,shely,stdart,10,currong street,woodrose,dorrigwo,2614,nsw,3832597,febrl3-cl-1132
1960/09/09,schkirra,moyse,2,dines place,greenwood,ryde,3020,wa,3837519,febrl3-cl-1133
1926/01/22,mia,paulka,211,bourne s treet,tally ho,ballina,3975,vic,4721250,febrl3-cl-1134
1970/09/08,liam,pulford,6,theodore street,tarwyn prk,penrith,4816,qld,6254692,febrl3-cl-1135
1909/04/20,emiily,jollyz,36,barclay street,wangrah,airlie beach,4870,vic,4870757,febrl3-cl-1136
1946/06/25,stephanie,white,7,tambo street,dunfield park,eight mile plains,3751,nsw,9261342,febrl3-cl-1137
1977/02/24,ryan,indiana,103,brimage place,dudley specialist medical centre,kangaroo flat,3193,nsw,8553719,febrl3-cl-1138
1945/11/03,benjamin,larg,189,wilson atreet,suunybrae,belrose,2067,tas,9646332,febrl3-cl-1139
1904/10/15,zac,maynard,142,spowers circuit,clanville,nambour,3500,vic,8703080,febrl3-cl-1140
1985/10/30,lucas,benger,1,cunningham street,padicam,melton south,2232,nsw,5458466,febrl3-cl-1141
1938/07/05,sophie,waller,24,goldfinch circuit,suunybrae,mona vale,2285,vic,2972902,febrl3-cl-1142
1939/08/18,jack,,2,eaglemont retreat,hopetoun quays,scarborough,5045,qld,2970882,febrl3-cl-1143
1907/12/28,isabela,singleton,80,verbrugghen street,rio rita caravn park,largs,5021,vic,6508426,febrl3-cl-1144
1929/04/22,cooper,felten,19,masters lpace,amherst v illage,greensborough,2520,qld,3396780,febrl3-cl-1145
1944/01/16,thorpe,makayla,15,macdonne ll street,yakilli park,kogarah,3450,qld,1754223,febrl3-cl-1146
1996/05/23,jack,clapham,121,hadleigh circuit,school residence,somertoncpark,2714,qld,1214270,febrl3-cl-1147
1941/05/06,jamie,matthews,8,rule street,inghams plant,craigmore,3687,nsw,3285602,febrl3-cl-1148
1999/11/03,james,campbell,1181,jaeger circuit,hamden place,beechboro,3943,qld,2846606,febrl3-cl-1149
1981/07/11,zane,white,74,heagney cfescent,lanoa,seymoru,5075,nsw,2845566,febrl3-cl-1150
,nicole,brooker,,mctaggart crescent,moaa,hamilton,3044,nsw,6831450,febrl3-cl-1151
1992/08/21,edward,campbwell,13,atherton dtreet,ballegun,knoxfield,4575,nsw,2810290,febrl3-cl-1152
1956/10/08,kimberley,campbell,18,delprat c ircuit,umaxvale,allambie heights,2458,sa,2172495,febrl3-cl-1153
1982/05/10,seamus,collinson,5,southwell street,,winthrop,3166,nsw,6923387,febrl3-cl-1154
1959/08/03,kierrn,slywak,33,gowrie court,boxwood vale,north ward,6014,tas,5011995,febrl3-cl-1155
1978/02/04,clement,hyland,18,throsby crescent,carrington retrmnt vlge,mount gravatt,2176,qld,3982916,febrl3-cl-1156
1924/05/15,blakd,goldsworthy,259,wambool street,la villades pins,north ryde,2360,vic,1108824,febrl3-cl-1157
1989/11/25,nicholas,pamplin,9,werriwa crescent,inglleood,dinner plain,4101,nws,2631349,febrl3-cl-1158
1996/09/14,kobe,george,19,tenison woods circuit,cliff house 2,frankston,3028,qld,8823656,febrl3-cl-1159
1954/04/18,alexandra,dolan,12,oxley street,cranky jack,,3165,qld,8776463,febrl3-cl-1160
1961/12/21,hayden,wyllie,17,howie court,barra barroo,north maclean,6210,vic,5687428,febrl3-cl-1161
1942/09/05,sarah,mccarhty,142,bunurung close,villa 14,hope valley,2124,nsw,8365314,febrl3-cl-1162
1971/08/11,molly,dudley,,yolla place,hamilyon,cleveand,4006,wa,4887816,febrl3-cl-1163
1969/03/02,angus,finlay,35,teague street,sec 1,oatlands,2046,wa,4884961,febrl3-cl-1164
1960/12/31,alexandra,kiss,15,shellshear place,yambira,mclaren vale,2209,wa,4154698,febrl3-cl-1165
1912/03/17,sophie,dietrich,4,seafor h vlge,gatton street,deer park,3073,qld,3447444,febrl3-cl-1166
1902/09/19,lauren,noack,41,miago court,clisby afrm,combara,6722,sa,2241605,febrl3-cl-1167
1964/10/08,ruby,clarke,91,lalor street,forestvale,newlyn,3922,qld,5280388,febrl3-cl-1168
1914/02/12,gillafd,kirrha,2,pasley place,mermaid plaza dental cetre cnr gold co,biggera waters,4852,vic,6828869,febrl3-cl-1169
1934/02/13,seth,de bono,53,de lissa street,aldersydeaestate,elsternwidck,2280,vic,2768343,febrl3-cl-1170
